"timeMillisSpent","calculateCountPerSecond"
4401,24
8799,0
13096,0
17432,0
21661,1
25899,0
30169,0
34503,1
38831,0
43098,0
47625,0
51992,0
56272,0
60713,0
65105,0
69428,0
73919,0
78123,0
82463,0
86827,0
91083,0
95221,0
99745,1
104271,0
108741,0
113219,0
117628,0
117628,2000
122008,64
126338,0
130685,0
135210,0
139526,0
144083,0
148603,0
152917,0
157452,1
157452,3000
161830,20
166212,0
170526,0
170527,1000
174874,2
174874,1000
179294,3
183826,0
188044,0
192575,0
196968,0
201432,0
205841,0
210286,1
210286,5000
214654,15
223540,0
227728,0
232026,0
236508,0
245334,0
249712,0
258324,0
262591,0
266976,1
271321,0
275697,0
279988,0
284463,0
284463,2000
288699,0
292964,0
297528,0
301874,0
306139,0
310375,0
314651,0
319116,0
323460,0
327769,0
331896,0
336338,0
340825,0
345338,0
345338,2000
349689,1
354127,0
358431,0
362801,1
367106,0
371651,1
376050,0
380581,0
380581,1000
384864,23
389372,0
393738,0
397996,0
402222,0
406429,0
406430,1000
410731,8
415094,0
419533,1
432912,0
437463,0
441972,0
451022,1
459873,0
464179,0
464179,1000
468577,7
468577,1000
472881,0
472881,9000
477150,0
481306,0
485845,0
490351,0
494795,0
494796,1000
499059,1
507600,0
520523,0
524847,0
524847,2000
529380,37
533589,1
533589,1000
537955,16
542229,0
546502,0
546502,1000
550947,2
555444,0
559729,0
564026,0
568239,0
568239,1000
572676,0
572676,1000
577022,2
581520,0
585919,0
590183,0
594627,0
594627,3000
598878,0
603039,0
