"timeMillisSpent","calculateCountPerSecond"
4684,39
9158,0
13452,0
13454,1000
17829,0
17831,500
22339,1
26654,0
26656,500
31030,2
35322,0
39646,0
39648,1500
44107,7
48482,0
52801,1
57191,0
61579,0
66132,0
70631,0
74889,0
74891,500
79257,5
83659,0
87882,0
87887,200
92424,1
92426,1000
96887,42
96889,500
101333,4
105887,0
110259,0
110261,500
114802,18
119064,0
123430,0
127740,0
131965,0
136300,0
140713,0
145080,0
149310,0
153873,0
158280,0
158281,2000
162839,14
167038,0
175942,0
180335,0
184632,0
184635,333
189070,1
193584,0
197907,0
202469,0
202470,3000
206928,3
211250,0
215725,0
220187,0
224741,0
229071,0
229072,1000
233537,63
238069,0
242427,0
246991,0
251188,0
255623,0
259771,0
264018,0
268537,0
273044,0
277587,0
277589,500
281785,2
286328,0
286330,2500
290726,4
295077,0
299312,0
303481,0
307861,0
307865,250
312328,6
316884,0
321190,0
325545,0
329986,0
334524,0
338829,0
343232,0
351991,0
356363,0
360687,0
365006,0
369337,0
373742,0
378108,0
382465,0
386929,0
391455,0
395952,0
400278,0
404670,0
408973,0
413333,0
417539,0
421894,0
426150,1
430440,0
434799,0
439024,0
443330,0
447751,0
452220,0
456552,0
460991,0
465384,0
469862,0
474031,0
478402,1
482811,0
487214,0
491765,0
496250,0
496252,500
500794,3
505133,0
509541,0
509545,500
513955,0
518447,0
522701,0
522705,250
527056,0
527057,1000
531496,10
535644,0
535645,1000
540163,1
544460,0
548745,0
552999,0
553001,500
557631,11
561981,0
566306,0
570737,0
575165,0
579661,0
584007,0
588346,0
592607,0
597092,0
601438,0
