"timeMillisSpent","calculateCountPerSecond"
3876,3
11247,0
15033,0
18670,0
22161,0
25718,0
29349,0
33215,0
37048,1
40812,0
44435,0
48059,0
51740,0
55400,1
59003,1
62700,0
66538,1
70240,1
73985,0
77799,0
81441,0
85125,0
88800,0
92438,0
99771,0
103408,0
107089,0
110761,1
114408,0
118034,0
121871,0
125540,1
129215,0
133005,0
136676,1
140352,0
144188,0
151691,0
155398,0
159056,0
162693,1
166292,0
170013,0
173851,0
177610,0
181211,0
184893,0
188639,0
192324,0
196149,0
199778,0
203466,1
207346,1
211028,1
214717,0
218365,0
222113,0
225758,0
229343,1
233052,0
236700,0
240497,0
244311,1
247991,0
251701,0
255320,0
259062,0
262811,1
266543,0
270203,0
273878,0
277514,0
281183,0
284889,0
288674,1
292224,0
295907,0
299527,0
303172,0
306756,0
310365,0
314060,1
317638,0
321299,0
324887,0
328573,0
332361,1
336046,0
339729,0
343383,0
346968,0
350697,0
354361,1
358088,1
361763,1
365531,0
369192,0
372851,1
376425,0
380255,0
383967,0
387413,0
391004,1
394711,0
398362,1
402024,1
405720,0
409423,1
413082,0
416817,0
420561,1
424269,0
427994,0
431733,0
435357,0
439031,1
442688,0
446339,0
450011,0
453718,1
457440,1
460978,0
464694,1
468334,1
472108,0
476027,0
479675,0
483323,1
487005,0
490682,0
494348,1
498094,1
501717,0
505432,1
509062,0
512952,0
516588,0
520279,0
527796,0
531531,0
535379,1
538998,0
542842,2
546648,1
550341,0
553988,0
557857,0
561586,0
565306,1
568954,0
576287,0
579912,1
583588,0
587221,0
590964,1
594754,0
598586,0
602395,0
