"timeMillisSpent","calculateCountPerSecond"
4398,46
8759,0
13285,0
17547,0
21955,0
26210,0
30582,0
34991,0
39358,0
43655,0
47968,0
52374,0
56699,0
61332,0
65632,0
70081,0
74368,0
78565,0
82917,0
87307,1
91564,0
95978,0
100187,0
100188,1000
104557,8
108934,0
113356,0
117524,0
121816,0
126189,0
126190,2000
130642,5
130642,2000
134983,8
134984,3000
139319,1
143667,0
147963,0
152309,0
156693,0
160982,0
165299,0
169585,0
173687,0
178028,0
178028,1000
182304,2
186498,0
186498,2000
190808,1
195147,0
199511,0
203918,0
203918,5000
208270,30
212795,0
217195,0
217196,1000
221522,8
225834,0
225835,2000
230183,30
230183,1000
234569,0
238890,0
238891,1000
243180,4
243180,1000
247678,5
247679,2000
251948,0
251949,3000
256365,11
256365,2000
260857,9
265215,0
269520,0
273927,0
282715,0
287133,0
287133,1000
291387,2
295761,0
300051,0
