"timeMillisSpent","calculateCountPerSecond"
3591,4
11150,0
15012,0
18770,0
22416,0
25964,0
29607,0
33141,0
36815,0
40440,0
44085,0
47735,0
51354,0
54994,0
58645,0
62303,0
65965,0
69598,0
73306,0
76988,1
80819,1
84431,0
88047,0
91800,0
95508,2
99228,0
102917,0
106632,0
110226,0
113912,0
117562,0
121394,2
124975,0
128589,1
132290,1
135852,0
139452,0
143146,0
146842,0
150465,0
154272,0
157984,1
161761,0
165487,0
169164,0
172925,0
176604,1
180306,0
183983,1
187617,1
191376,1
195017,0
198744,0
202425,0
206076,1
209761,0
213408,0
217020,0
220896,0
224571,0
228469,0
232042,0
235859,0
239555,0
243148,0
246767,0
250431,0
254259,0
257915,1
261752,0
265396,2
268979,1
272686,0
276326,1
280120,0
283740,0
287384,0
291048,5
294812,0
298550,0
302219,0
306156,0
309816,0
313523,1
317208,0
320842,0
324700,0
328442,1
332059,1
335891,1
339679,0
343321,1
347081,0
350735,0
354608,0
358257,0
361908,0
365726,0
369442,1
373101,0
376835,0
380497,0
384288,0
387885,0
391582,0
395218,0
398901,0
402622,0
406288,0
409895,0
413554,0
417132,0
420874,0
424547,0
428265,0
431939,1
435468,0
439220,1
442844,0
446499,0
450152,0
453810,0
457477,0
461357,0
464961,1
468583,0
472464,0
476089,1
479782,0
483447,2
487055,0
490851,1
494563,0
498211,1
501850,1
505588,0
509205,0
512776,0
516648,0
520355,0
524221,0
527973,0
531682,0
535364,1
539004,0
542686,0
546255,0
549932,0
553552,0
557148,0
560999,0
564650,1
568297,0
571929,1
575568,2
579275,0
582964,0
586656,0
590519,0
594264,0
597834,0
601551,1
