"timeMillisSpent","calculateCountPerSecond"
3663,4
14791,0
18494,1
22278,0
26000,0
29619,0
33276,0
36973,0
40613,0
44220,0
47936,0
51727,0
55411,2
62799,1
66459,1
70075,1
73700,0
77393,0
81088,0
84583,0
88258,0
92040,3
95724,0
99349,0
102904,0
106574,1
114025,0
117679,0
121309,0
124930,0
128584,0
132196,0
139795,0
147182,1
154752,0
158511,1
162167,0
165819,0
169407,0
173078,3
176811,0
180496,1
184250,0
187950,1
195303,0
199037,0
213859,0
217553,0
228563,1
232189,0
239549,1
243129,2
246806,1
250349,1
254211,0
257928,0
261542,0
265228,0
268946,0
272598,0
280155,1
283792,0
287476,0
291112,1
294974,1
298607,0
302404,0
306326,3
309967,0
313627,1
321051,0
324684,0
328315,0
331952,1
335823,0
339551,0
343226,1
346886,1
357955,0
361718,0
365454,0
369151,2
376515,1
380212,0
383899,2
387499,0
391161,0
394971,0
398634,1
402261,2
406003,1
413439,0
417290,0
420843,0
424527,0
428114,0
431734,1
435603,1
442774,0
446462,0
450161,0
453783,1
457346,0
460985,0
464663,0
468391,0
475744,0
479390,2
483141,1
486808,1
490466,0
501636,0
505372,0
509041,2
512799,0
516532,0
520203,0
523816,1
527498,0
531119,0
538349,0
542008,0
545631,1
553203,0
556953,0
560654,0
564267,0
567858,1
575210,0
578932,0
582577,0
586443,0
590117,1
593861,2
597507,1
601195,0
