"timeMillisSpent","calculateCountPerSecond"
4301,256
8755,0
17308,0
21781,0
26094,2
30456,0
39366,0
43756,1
47914,0
52131,0
56646,0
65334,0
69699,0
78565,0
82818,0
87341,0
91832,0
100601,0
105068,0
109364,2
113782,0
118051,0
122553,0
126857,0
131228,0
135800,0
140119,0
144376,0
148621,0
153163,0
157654,0
162022,0
166308,0
170626,0
175145,1
183920,0
188288,0
192592,0
196994,1
201287,1
210011,0
214277,0
218640,0
223178,0
227527,0
236108,0
240428,0
244776,0
249079,0
253584,0
258147,1
262426,1
266677,0
271020,0
275237,0
279436,0
283721,0
288037,0
292470,0
305326,0
309607,0
313953,0
318453,0
322762,0
327055,0
331581,1
335841,0
348855,0
353188,0
357670,0
361963,0
366486,0
370673,0
379275,0
383526,0
387704,0
392189,0
396368,0
400555,0
405072,0
409366,0
413876,0
422653,0
426948,0
431463,0
435728,0
440270,0
444521,0
448716,0
470524,0
474943,0
479129,0
483396,0
487926,0
492199,0
496655,0
505405,0
509801,0
514112,0
518442,0
522692,2
526965,0
531243,0
535555,1
540032,0
544206,0
548687,0
552993,0
561601,0
565925,0
570212,0
578754,0
587644,0
591942,0
596410,1
600679,0
