"timeMillisSpent","acceptedMoveCount","selectedMoveCount"
28537,1,3
50572,1,5
73491,1,4
79239,1,1
96647,1,4
108077,1,3
142397,1,7
171104,1,6
188317,1,3
205215,1,4
245342,1,13
267893,1,4
319311,1,9
336319,1,3
376366,1,8
416485,1,9
427805,1,4
456476,1,6
462236,1,1
473653,1,3
496138,1,7
501894,1,2
513459,1,3
536493,1,5
856958,0,3
