"timeMillisSpent","calculateCountPerSecond"
3775,3
11188,0
14873,0
18580,0
22215,0
25867,0
29661,0
40468,0
44099,0
55312,0
59172,0
62781,0
70001,0
81232,0
84981,1
92488,0
96051,0
99657,0
103455,0
110860,0
114531,0
118179,0
121877,0
125753,0
129482,0
133139,0
136756,0
144140,0
147963,0
155230,0
159078,0
169985,0
173649,0
181065,0
184744,0
188625,0
192331,0
196024,0
199659,0
203440,0
214395,0
218248,1
221943,1
225486,0
229183,0
232809,0
240160,1
243878,0
254899,0
258616,0
265870,0
269534,0
273368,0
284344,0
295500,0
299174,0
306566,1
314021,0
317560,0
324951,0
328593,0
332286,0
350608,0
354326,0
358092,0
361778,0
365440,0
369306,0
376647,1
380324,0
383971,0
387680,0
391336,0
395114,0
402390,0
406243,0
409958,0
413628,0
428546,0
432238,0
435795,0
439371,0
450264,1
461346,0
468815,0
476224,0
483515,0
490960,0
494623,0
505773,0
509456,0
513164,1
520519,0
524214,1
527861,0
531645,0
535483,0
557595,0
572338,0
576040,0
579735,0
587143,0
591003,0
594641,0
598240,0
601960,0
