"timeMillisSpent","calculateCountPerSecond"
4575,40
8914,0
13215,0
13216,2000
17828,0
17830,500
22135,1
26512,0
26515,333
30945,2
35126,0
39727,0
39729,1500
44003,7
48266,0
52590,1
57142,0
61667,0
66064,0
70403,0
74679,0
74680,1000
79066,5
83338,0
87764,0
87766,500
92089,1
92090,2000
96520,42
96521,1000
100953,4
105332,0
109881,0
109882,1000
114123,19
118455,0
123011,0
127318,0
131623,0
135880,0
140440,0
144984,0
149377,0
153737,0
158274,0
158276,1000
162658,15
167065,0
175876,0
180043,0
184691,0
184691,1000
189062,1
193500,0
198033,0
202487,0
202489,1500
207043,3
211641,0
215869,0
220178,0
224513,0
229008,0
229009,1000
233522,62
237916,0
242250,0
246525,0
250842,0
255452,0
259678,0
264093,0
268669,0
273054,0
277423,0
277424,1000
281908,2
286222,0
286223,5000
290473,4
294844,0
299197,0
303692,0
308267,0
308268,1000
312671,7
317189,0
321727,0
325927,0
330453,0
334943,0
339500,0
343796,0
352469,0
356773,0
361146,0
365426,0
369847,0
374219,0
378424,0
382818,0
387164,0
391367,0
395899,0
400220,0
404537,0
408718,0
413141,0
417709,0
422050,0
426389,1
430761,0
435074,0
439630,0
444016,0
448278,0
452662,0
456950,0
461208,0
465479,0
469722,0
474234,0
478764,1
483098,0
487530,0
491889,0
496350,0
496351,1000
500663,3
505027,0
509362,0
509365,666
513640,0
518013,0
522307,0
522309,500
526678,0
526679,1000
531227,9
535522,0
535524,500
539741,1
544102,0
548464,0
553016,0
553018,500
557471,12
561790,0
566250,0
570521,0
574864,0
579374,0
583732,0
588163,0
592702,0
597090,0
601668,0
