"timeMillisSpent","usedMemory","maxMemory"
4317,5995192,1834483712
8565,5995192,1834483712
12906,6694432,1834483712
17211,6694432,1834483712
21465,6694888,1834483712
25873,7402776,1834483712
30147,7403232,1834483712
34327,8106840,1834483712
38550,8107296,1834483712
42949,8109816,1834483712
47290,8809056,1834483712
51497,8809056,1834483712
55707,9508368,1834483712
55707,9508368,1834483712
60213,9508824,1834483712
64693,10212432,1834483712
68981,10212888,1834483712
73189,10920776,1834483712
77688,10921232,1834483712
82173,10923752,1834483712
86537,11631184,1834483712
86537,11631184,1834483712
90734,11631184,1834483712
90734,11631184,1834483712
95244,12338616,1834483712
95244,12338616,1834483712
99783,13753936,1834483712
104141,13754392,1834483712
108594,13754848,1834483712
113101,14454720,1834483712
117472,14455176,1834483712
117472,14455176,1834483712
121745,15156936,1834483712
126253,15156936,1834483712
130557,15856872,1834483712
134884,15856872,1834483712
134884,15856872,1834483712
139371,16556968,1834483712
143868,16557424,1834483712
143868,16557424,1834483712
148179,17257120,1834483712
148179,17257120,1834483712
152627,17965008,1834483712
157140,17965464,1834483712
161631,17967984,1834483712
161631,17967984,1834483712
165889,18675416,1834483712
165889,18675416,1834483712
170260,20074680,1834483712
170260,20074680,1834483712
174558,22172400,1834483712
179041,22172856,1834483712
183404,22880744,1834483712
187873,22881200,1834483712
192223,23589088,1834483712
196437,23589544,1834483712
196437,23589544,1834483712
200990,24300880,1834483712
200990,24300880,1834483712
205225,25001840,1834483712
205226,25001840,1834483712
209426,34093184,1834483712
209426,34093184,1834483712
213667,35492104,1834483712
217997,36199992,1834483712
222227,36200448,1834483712
226509,36200904,1834483712
226509,36200904,1834483712
230814,37608032,1834483712
230814,37608032,1834483712
235382,38307728,1834483712
239544,4296304,1834483712
243835,4296304,1834483712
248208,4296304,1834483712
252569,4985392,1834483712
252569,4985392,1834483712
256909,7053320,1834483712
261390,7745920,1834483712
265754,7746376,1834483712
269982,7746832,1834483712
274278,8436472,1834483712
278785,8438992,1834483712
283122,9136032,1834483712
287402,9136032,1834483712
291579,9833072,1834483712
295842,9833528,1834483712
300206,10531024,1834483712
300206,10531024,1834483712
304534,10531480,1834483712
308794,11221024,1834483712
308794,11221024,1834483712
313117,11221480,1834483712
317431,11912872,1834483712
321805,11912872,1834483712
326159,12609912,1834483712
330666,12609912,1834483712
330666,12609912,1834483712
335111,13307408,1834483712
335111,13307408,1834483712
339323,16068504,1834483712
343634,16766000,1834483712
347872,16766456,1834483712
347872,16766456,1834483712
352207,17455768,1834483712
356493,18155328,1834483712
360784,18155328,1834483712
365068,18852368,1834483712
369391,18852368,1834483712
373762,18852824,1834483712
378272,19550320,1834483712
382491,19550776,1834483712
386842,20248272,1834483712
386842,20248272,1834483712
391111,20937584,1834483712
395406,21637144,1834483712
399717,21637144,1834483712
403971,22334184,1834483712
408498,22334184,1834483712
408498,22334184,1834483712
412795,32685408,1834483712
417313,33375472,1834483712
417313,33375472,1834483712
421656,34064784,1834483712
421657,34064784,1834483712
426118,34754088,1834483712
426118,34754088,1834483712
430472,35451584,1834483712
434948,35454104,1834483712
439424,35454104,1834483712
443932,36151144,1834483712
448180,36151144,1834483712
452725,36848640,1834483712
456905,36849096,1834483712
461479,37546592,1834483712
465774,37547048,1834483712
470272,37547504,1834483712
474653,4374016,1834483712
479037,4376536,1834483712
483269,4376536,1834483712
487801,5055016,1834483712
492016,5055016,1834483712
496210,5742072,1834483712
496210,5742072,1834483712
500557,5742528,1834483712
500557,5742528,1834483712
504792,7099832,1834483712
509250,7100288,1834483712
509250,7100288,1834483712
513608,7779160,1834483712
517885,8468280,1834483712
522056,8468280,1834483712
526380,9150600,1834483712
530715,9150600,1834483712
534999,9837656,1834483712
539393,9838112,1834483712
543746,9838568,1834483712
548121,10517728,1834483712
552404,10518184,1834483712
556695,11207304,1834483712
561240,11207304,1834483712
565535,11889624,1834483712
569809,11889624,1834483712
574337,12576680,1834483712
574337,12576680,1834483712
578811,12577136,1834483712
578812,12577136,1834483712
583113,13256000,1834483712
583113,13256000,1834483712
587602,21405368,1834483712
591813,22092424,1834483712
596254,22094944,1834483712
600698,22094944,1834483712
