"timeMillisSpent","calculateCountPerSecond"
4411,34
8780,0
13314,0
17596,0
21852,0
26286,0
30624,0
35060,0
39550,0
43895,0
48283,0
52565,0
57150,0
57151,2000
61350,0
65623,0
69811,0
74154,0
78563,0
82957,0
87318,0
87319,1000
91692,0
91692,1000
96225,1
96225,1000
100432,15
104754,0
109230,0
113741,0
118280,0
118281,4000
122815,2
127042,0
131347,0
135739,0
135739,2000
140201,0
144672,0
144673,1000
148886,1
148886,1000
153172,0
157473,0
161781,0
161782,1000
165970,0
165971,3000
170301,18
170301,1000
174859,23
179249,0
183605,0
187927,0
192326,0
196688,0
196689,4000
201153,0
201153,1000
205483,7
205484,1000
209931,140
209931,2000
214257,12
218632,0
222970,0
227391,0
227391,1000
231724,10
231724,3000
236061,7
240450,0
244822,0
249178,0
253566,0
253566,1000
258044,24
262405,1
266878,0
271507,1
276066,0
280412,0
284751,0
289066,0
293540,0
297917,0
302226,0
302226,2000
306608,4
310907,0
310908,1000
315208,1
319609,1
324034,0
328346,0
332707,0
332708,1000
337038,1
337039,3000
341539,45
345860,0
350183,0
350184,6000
354511,5
358915,0
363334,0
367598,0
371955,1
376237,0
380525,0
384859,1
389290,0
389291,1000
393753,9
398037,0
402235,0
406612,0
410997,0
410997,1000
415446,144
419735,0
419735,1000
424056,6
424057,2000
428383,4
428383,1000
432750,2
436993,0
441334,0
445692,0
449882,0
454280,0
458641,0
463091,0
467551,0
471858,0
476357,0
480729,0
485215,0
489503,0
493999,0
498489,1
498489,2000
503080,0
503081,1000
507434,9
511723,0
511723,2000
516149,3
520518,0
525031,0
529459,0
533851,1
538411,1
542823,0
547178,0
551779,0
556085,0
560502,0
565049,0
569335,0
573671,1
577850,2
577850,1000
582273,3
582274,3000
586777,2
586778,2000
591178,121
595596,0
599898,0
604454,0
