"timeMillisSpent","calculateCountPerSecond"
4410,22
8946,0
13308,0
17599,0
22174,0
26392,0
26392,1000
30557,1
34776,0
39006,0
43185,0
43185,1000
47633,1
52152,0
56651,0
61038,0
65560,0
69802,0
74142,0
78366,0
78367,1000
82721,1
82721,2000
86959,3
91265,0
95453,0
99768,0
104203,0
104203,2000
108706,0
113088,0
113088,1000
117441,4
117441,2000
121903,4
126217,0
126218,2000
130650,4
134922,0
139464,0
139465,3000
143878,0
148280,0
152674,1
157119,0
161482,0
165872,0
170011,0
174415,0
174415,1000
178676,0
178676,1000
183081,13
183081,3000
187470,1
191884,0
196222,0
200632,0
204998,0
209412,0
213721,0
218066,0
222571,0
226765,0
231235,1
235489,0
235489,2000
239996,11
244452,0
248710,0
248710,2000
253031,2
257427,0
257428,1000
261678,0
266231,0
270472,0
274849,0
274849,1000
279379,3
283775,0
283775,2000
288354,85
288355,1000
292653,9
292653,4000
297063,13
301376,0
305897,0
310269,0
314644,0
318956,0
323321,0
327668,0
332049,0
336320,1
340637,0
344899,0
349315,0
353490,1
357933,0
362306,0
366553,0
366554,3000
370807,5
375119,0
379625,1
383950,0
388365,0
392655,0
397051,0
401550,0
405945,1
410166,0
414707,0
418999,0
423342,0
427806,0
432202,0
436756,0
441177,0
441177,2000
445638,39
445638,1000
450127,5
454584,0
454584,2000
458932,9
463199,0
467346,0
471686,0
475935,0
480179,0
484628,0
488881,0
493141,0
497604,0
501834,0
506335,0
510499,0
510499,1000
515019,8
519500,0
519500,5000
524038,8
528347,0
532734,0
537144,0
546005,0
550334,0
559213,0
567698,0
572018,0
576347,0
584960,0
589187,0
593564,1
597841,1
602246,0
