"timeMillisSpent","calculateCountPerSecond"
4310,23
8638,0
13143,0
17750,0
22187,0
26521,0
30792,0
35322,1
39638,3
43971,1
48254,0
52630,0
56931,0
61384,0
65774,0
70009,0
74487,0
78854,1
83083,0
87596,0
92095,0
96416,0
100721,0
100721,1000
105112,5
109539,0
109539,1000
113871,0
118262,0
118262,2000
122679,1
126936,0
131281,0
135803,0
140103,0
144617,0
149071,0
153401,0
157670,0
162031,0
166618,0
171102,0
175562,0
175563,1000
179840,14
179840,1000
184378,0
184379,1000
188703,31
193202,0
193202,1000
197844,4
197844,1000
202195,7
206600,0
211119,0
215689,0
219905,0
224125,0
228326,0
232617,0
232617,4000
236854,2
241080,0
245477,0
250013,0
250013,1000
254280,0
254280,1000
258602,1
262898,0
267239,0
271770,0
276080,0
280337,0
284629,0
284629,1000
288988,0
293559,0
293560,1000
297950,2
302203,0
302203,1000
306530,4
310821,0
315148,0
319455,0
323748,0
328039,0
332350,0
336675,0
340977,0
345506,1
349804,1
354178,0
358574,0
363041,0
371740,0
376122,0
384804,1
389175,0
393474,0
397920,0
402218,0
406636,0
411181,0
415467,0
419864,0
419864,2000
424301,0
424301,5000
428826,2
433364,1
437897,0
442269,0
446644,0
450881,0
455163,0
459465,0
476626,0
480995,0
485497,0
489821,0
494025,1
498399,1
502980,0
507216,0
511563,0
515974,0
524735,0
529043,1
537739,0
542129,0
550786,0
555313,0
559671,0
559671,1000
563872,1
563872,1000
568164,44
568164,1000
572488,21
572488,1000
576851,11
581099,0
585344,0
589945,0
594534,0
598863,0
603141,0
