"timeMillisSpent","calculateCountPerSecond"
4340,11
8705,0
13014,0
17380,0
21901,0
26448,0
30988,0
35340,0
39755,0
44145,0
48705,0
53031,1
57356,0
61707,0
66320,0
70770,0
75224,0
79641,0
83944,0
88500,0
93046,1
97431,0
101770,0
106206,0
110571,0
114981,0
119149,0
123698,0
128015,1
132400,0
136788,0
141243,0
145515,0
150093,0
154551,0
158951,0
163288,0
163288,1000
167795,1
172262,1
176651,0
181018,0
185513,0
190091,0
194571,0
198902,0
203258,0
207594,0
211944,0
216455,1
220873,0
225156,0
229499,0
233740,0
238128,0
242353,0
246728,0
251111,0
255626,0
260075,0
264631,0
269176,0
273537,1
277984,0
282551,1
286932,0
291173,0
295476,1
299896,0
304296,0
308642,0
312965,0
317289,0
321533,0
325895,0
325895,1000
330277,2
334615,0
338952,0
343226,0
347611,0
351960,0
356372,0
360762,0
365304,0
369701,0
374099,0
378521,0
383097,0
387364,0
391979,0
396408,0
400797,1
405076,0
409607,0
413900,0
418233,0
422759,0
427368,0
431856,0
436039,0
440579,0
445019,1
449385,0
453709,1
457998,0
462344,0
466737,0
471043,0
475340,0
479700,0
484239,0
488674,0
493089,0
497451,0
501764,0
505989,0
510360,0
514574,0
518971,0
523522,0
528057,0
532537,0
536953,0
541270,0
545627,0
550005,0
554400,0
558794,0
563254,0
567834,0
572145,0
576522,0
580987,0
585367,0
589844,0
594229,0
598820,1
603346,0
