"timeMillisSpent","calculateCountPerSecond"
4334,47
8947,0
13342,0
17631,0
22158,0
26445,0
30843,0
35230,0
39718,0
44004,0
48498,0
53021,0
57278,0
61650,0
66165,0
70367,0
74636,0
79166,0
83638,0
88303,1
92546,0
97085,0
101441,0
101441,1000
105686,8
110005,0
114296,0
118857,0
123181,0
127555,0
127555,2000
132083,5
132084,2000
136370,8
136370,3000
140903,1
145266,0
149635,0
154138,0
158405,0
162980,0
167288,0
171530,0
175811,0
180081,0
180081,1000
184358,2
188657,0
188657,2000
193033,1
197285,0
201594,0
205952,0
205953,5000
210301,30
214740,0
219242,0
219242,1000
223548,8
228140,0
228140,2000
232444,30
232445,1000
236976,0
241258,0
241258,1000
245649,4
245649,1000
250056,5
250056,2000
254552,0
254552,3000
259016,11
259017,2000
263323,9
267534,0
271845,0
276396,0
285049,0
289338,0
289338,1000
293628,2
297999,0
302275,0
306669,0
311131,0
311131,1000
315476,0
319686,0
319687,1000
324246,27
328771,0
328771,2000
333192,2
337551,1
341823,1
346217,0
350637,0
354826,0
359103,0
363474,0
367803,0
372140,0
376651,0
381093,0
385452,0
389787,0
394160,0
398540,0
403100,0
407624,0
407624,1000
412038,1
416267,0
420740,0
425313,0
429717,1
434060,0
438309,0
438309,1000
442666,0
446974,0
446974,1000
451344,72
455635,0
460174,0
460174,1000
464746,22
469259,0
473672,0
477993,1
482286,2
486825,0
491172,0
495545,0
499782,0
504274,0
508626,0
512959,0
517543,0
521876,1
526245,0
526246,3000
530675,6
534881,1
539171,0
552384,0
556627,0
560980,0
578508,0
583113,0
587458,0
592028,0
596364,0
600732,0
