"timeMillisSpent","score"
2,"-1hard/-2147483647medium/-1soft"
4331,"0hard/-408medium/-1soft"
8653,"0hard/-400medium/-1soft"
12990,"0hard/-398medium/-1soft"
21847,"0hard/-367medium/-1soft"
34663,"0hard/-320medium/0soft"
