"timeMillisSpent","usedMemory","maxMemory"
4452,7012760,1834483712
8780,7012760,1834483712
12982,7688520,1834483712
17389,7688520,1834483712
21913,7688976,1834483712
21913,7688976,1834483712
26234,20379088,1834483712
30674,20379544,1834483712
30674,21047128,1834483712
34969,21047584,1834483712
39200,21719520,1834483712
43587,21722040,1834483712
47977,22397800,1834483712
52307,22397800,1834483712
56631,22397800,1834483712
61122,23065896,1834483712
65612,23066352,1834483712
69851,23742568,1834483712
74164,23743024,1834483712
78480,24411144,1834483712
78480,24411144,1834483712
82946,24413664,1834483712
82946,24413664,1834483712
87482,34445224,1834483712
87482,34445224,1834483712
91820,36448040,1834483712
91820,37115952,1834483712
96194,7932112,1834483712
100706,8602040,1834483712
100706,8602040,1834483712
104893,8602040,1834483712
109122,9271968,1834483712
113290,9272424,1834483712
113291,9272424,1834483712
117636,13247456,1834483712
121922,13917840,1834483712
126194,13918296,1834483712
130720,14580520,1834483712
135044,14583040,1834483712
139387,14583040,1834483712
143762,15248872,1834483712
148181,15248872,1834483712
152677,15911248,1834483712
152677,15911248,1834483712
156933,16573592,1834483712
161286,16574048,1834483712
165794,17241176,1834483712
170030,17241632,1834483712
174428,17244152,1834483712
174428,17905896,1834483712
178776,17905896,1834483712
183106,18575824,1834483712
187438,18575824,1834483712
187438,18575824,1834483712
191674,19238328,1834483712
191674,19238328,1834483712
195948,19908712,1834483712
200258,19909168,1834483712
204769,19909624,1834483712
209258,20580008,1834483712
213570,20582528,1834483712
218103,21245984,1834483712
218103,21245984,1834483712
222299,21245984,1834483712
226476,21915912,1834483712
230953,21916368,1834483712
235346,22594944,1834483712
239764,22595400,1834483712
243891,22595856,1834483712
243891,23261688,1834483712
248252,27233032,1834483712
252581,27905480,1834483712
257079,27905480,1834483712
261349,28567456,1834483712
265670,28567456,1834483712
269960,28567912,1834483712
274233,29230104,1834483712
278520,29230560,1834483712
282826,29900944,1834483712
287173,29901400,1834483712
291743,30573848,1834483712
296055,30573848,1834483712
300326,31251968,1834483712
304600,31251968,1834483712
308978,31252424,1834483712
313316,31915376,1834483712
317553,31915832,1834483712
321842,32578040,1834483712
326044,32578496,1834483712
330399,33250944,1834483712
334656,33250944,1834483712
339144,33912752,1834483712
343395,33912752,1834483712
347707,34583136,1834483712
352070,34583592,1834483712
356342,35253976,1834483712
360598,35254432,1834483712
365133,35924816,1834483712
369347,35927336,1834483712
373897,36597264,1834483712
378301,36597264,1834483712
382789,36597264,1834483712
387003,4873048,1834483712
391334,4875568,1834483712
395895,4875568,1834483712
400069,5527200,1834483712
404581,5527200,1834483712
408850,6187080,1834483712
413206,6187536,1834483712
417420,6847416,1834483712
421717,6847872,1834483712
426093,7507752,1834483712
430372,7510272,1834483712
434885,8177888,1834483712
434885,8177888,1834483712
439263,8829520,1834483712
443540,9481256,1834483712
448058,9481712,1834483712
452360,10142976,1834483712
456651,10143432,1834483712
456651,10143432,1834483712
461081,10795144,1834483712
465400,10795600,1834483712
469966,11449696,1834483712
474472,11449696,1834483712
478730,12109120,1834483712
483221,12109120,1834483712
487362,12769000,1834483712
491656,12769456,1834483712
491657,12769456,1834483712
496139,13421144,1834483712
504892,14081480,1834483712
509201,14084000,1834483712
509201,14084000,1834483712
513489,14735264,1834483712
517719,15394688,1834483712
522074,15394688,1834483712
526445,15395144,1834483712
530749,16047232,1834483712
534972,16047688,1834483712
539284,16699408,1834483712
543485,16699864,1834483712
547864,17361808,1834483712
552117,17361808,1834483712
556350,18013888,1834483712
556350,18013888,1834483712
560651,18013888,1834483712
564982,18673768,1834483712
569330,18674224,1834483712
573512,19334104,1834483712
577751,19334560,1834483712
577751,19334560,1834483712
582104,28458056,1834483712
582104,28458056,1834483712
586450,29120000,1834483712
590932,29120000,1834483712
595294,29120000,1834483712
599607,29771624,1834483712
603914,29772080,1834483712
