"timeMillisSpent","calculateCountPerSecond"
4275,11
8638,0
13018,0
17233,0
21480,0
25692,0
29977,0
34261,0
38560,0
43115,0
47355,0
51917,1
56464,0
61018,0
65383,0
69911,0
74229,0
78452,0
82702,0
87188,0
91564,1
95902,0
100318,0
104658,0
109182,0
113510,0
118033,0
122268,0
126531,1
130782,0
135080,0
139431,0
143718,0
147982,0
152222,0
156515,0
161051,0
161051,1000
165379,2
169596,1
174195,0
178506,0
182804,0
187005,0
191252,0
195614,0
200153,0
204640,0
208909,0
213118,1
217707,0
221845,0
226183,0
230429,0
234811,0
239000,0
243377,0
247737,0
252276,0
256513,0
260818,0
265173,0
269442,1
274011,0
278516,1
282974,0
287290,0
291522,1
295779,0
299974,0
304219,0
308529,0
312842,0
317212,0
321536,0
321536,1000
326036,2
330442,0
334836,0
339043,0
343338,0
347576,0
351763,0
356148,0
360326,0
364632,0
368987,0
373343,0
377829,0
382202,0
386500,0
390713,0
394976,1
399442,0
403827,0
408029,0
412399,0
416925,0
421278,0
425496,0
429752,0
434067,0
438268,1
442683,0
446980,1
451217,0
455758,0
460036,0
464296,0
468822,0
473127,0
477279,0
481573,0
485914,0
490350,0
494707,0
498988,0
503143,0
507461,0
511706,0
515944,0
520283,0
524830,0
529108,0
533379,0
537880,0
542089,0
546406,0
550673,0
555193,0
559427,0
563746,0
567981,0
572258,0
576552,0
581005,0
585512,0
589844,1
594191,0
598540,0
602871,0
