"timeMillisSpent","calculateCountPerSecond"
4300,45
8750,0
13049,0
17463,0
22002,0
22003,1000
26495,191
30685,0
30685,1000
35046,2
39395,0
43649,0
48211,0
52505,0
56941,0
61355,0
65778,0
70233,0
74801,0
78975,0
78975,2000
83281,3
83282,1000
87642,146
87642,1000
92024,35
92025,1000
96358,69
100758,0
100759,2000
105281,0
109583,0
113933,0
113934,1000
118255,58
122620,0
126983,0
131283,0
135605,0
139865,0
144409,0
148640,0
153046,0
153046,4000
157513,3
161754,0
166098,0
170466,0
174925,0
174925,1000
179115,5
183330,0
187565,0
187565,1000
191937,1
191937,3000
196524,2
201048,0
205590,0
209947,0
214372,0
218816,0
218816,1000
223144,0
227729,0
232049,0
236382,0
240675,0
245114,0
245114,3000
249457,66
253933,0
258167,0
262481,0
266866,0
271410,0
275780,0
280080,0
284408,0
288838,0
293397,0
297683,0
302189,0
306509,0
311087,0
315424,0
319864,2
324250,0
328624,0
332812,0
336940,0
341309,0
345698,0
350070,1
354356,0
358681,1
362948,0
367280,0
371514,0
375898,0
380294,0
384647,0
389037,0
393420,0
397845,0
402099,1
406350,0
410727,0
415097,0
419461,0
423979,0
428290,0
432621,0
437097,0
437098,1000
441491,11
445878,0
450141,0
454432,0
458772,0
458773,2000
463210,4
467543,0
471751,0
476087,0
480337,0
484742,0
488997,0
493483,2
493484,1000
497930,1
506493,0
510809,0
510809,1000
515194,2
519432,0
523784,0
528086,0
532435,0
536775,1
541337,0
545827,0
550112,0
554412,0
558783,0
558783,1000
563201,1
567534,0
571831,0
576175,0
580541,1
580541,1000
584799,139
584799,1000
589178,0
593516,0
597848,0
602304,0
