"timeMillisSpent","calculateCountPerSecond"
4484,11
9052,0
13506,0
17853,0
21982,0
26160,0
26160,3000
30671,12
34993,0
39277,1
43599,0
47895,0
52271,0
56629,0
60931,0
65291,0
69671,0
74196,0
78583,0
82847,0
87370,0
91789,0
96006,1
100413,0
104735,0
109114,1
113384,0
117959,0
122492,1
126851,1
131182,0
135650,0
140090,0
144635,1
149165,0
153467,0
157697,0
161903,0
166213,0
170704,0
175111,0
179704,0
184212,0
188723,0
193141,0
197485,0
201826,0
206260,0
210423,0
214987,0
214987,1000
219456,1
223744,0
228049,0
232270,0
236654,0
241046,1
245423,1
249815,0
254183,0
258472,1
262800,0
267317,0
271832,0
276346,1
280608,0
285131,0
289320,0
293653,0
297949,0
302219,0
306415,0
310813,0
310814,1000
315207,0
315208,2000
319498,3
323857,0
323857,1000
328358,3
332866,0
337250,0
341650,0
346123,0
350385,0
354699,0
358988,0
363549,0
367919,0
372399,0
376668,0
381017,0
385247,0
389725,0
394236,0
398723,0
403064,1
407377,0
411791,1
416037,0
420341,0
424607,0
429009,0
433443,0
437770,0
442006,0
442006,6000
446329,6
450711,0
455006,0
459203,0
463569,0
467962,0
472184,0
476446,0
480689,0
485088,0
489466,0
493811,0
498096,2
502487,0
506796,0
511103,0
515671,0
520241,0
524619,0
528971,0
533362,0
537660,1
541967,0
546129,0
550469,0
554957,0
559499,0
563824,0
568192,0
572655,0
577031,0
581555,0
585916,0
590263,0
594803,0
599116,0
603392,0
