"timeMillisSpent","calculateCountPerSecond"
4351,44
8616,0
12878,0
17383,0
21746,0
21746,1000
26142,195
30707,0
30708,1000
34938,2
39153,0
43427,0
47708,0
51965,0
56429,0
60776,0
64964,0
69268,0
73675,0
78054,0
78054,2000
82313,3
82313,1000
86580,149
86581,1000
91075,34
91075,1000
95588,66
99944,0
99944,2000
104152,0
108483,0
112831,0
112831,1000
117041,59
121375,0
125840,0
130175,0
134557,0
139063,0
143360,0
147789,0
151984,0
151984,4000
156569,3
161106,0
165638,0
170023,0
174468,0
174468,1000
178988,4
183324,0
187733,0
187733,1000
191965,1
191966,3000
196332,2
200707,0
205039,0
209506,0
213838,0
218135,0
218135,1000
222472,0
226688,0
230972,0
235299,0
239500,0
244034,0
244034,3000
248312,67
252598,0
256927,0
261439,0
265610,0
269816,0
274190,0
278538,0
283075,0
287592,0
291885,0
296111,0
300422,0
304617,0
308939,0
313136,0
317318,2
321805,0
326025,0
330351,0
334595,0
338927,0
343179,0
347492,1
351826,0
356038,1
360571,0
365090,0
369364,0
373702,0
378099,0
382428,0
386959,0
391219,0
395431,0
399600,1
404074,0
408439,0
412792,0
417092,0
421369,0
425676,0
430190,0
434420,0
434420,1000
438919,10
443270,0
447479,0
451943,0
456285,0
456285,2000
460544,4
464878,0
469188,0
473731,0
478206,0
482480,0
486959,0
491228,2
491228,1000
495483,1
504250,0
508459,0
508459,1000
512829,2
517141,0
521393,0
525655,0
530048,0
534410,1
538928,0
543357,0
547567,0
551871,0
556316,0
556316,1000
560794,1
565180,0
569420,0
573801,0
578057,1
578057,1000
582642,129
582642,1000
586901,0
591139,0
595470,0
599721,0
603948,0
