"timeMillisSpent","calculateCountPerSecond"
4592,10
4592,5000
8970,5
13235,0
17565,0
22101,0
26493,0
30840,1
35412,0
39789,0
44034,0
48538,0
52837,0
57206,0
61536,0
65757,0
69966,0
74466,0
78921,1
83374,0
87879,0
92229,0
96499,0
100965,1
105349,0
109708,1
113982,0
118391,0
122820,0
127159,0
131513,0
136052,0
140275,1
144484,0
148998,0
153362,0
157628,0
162113,1
166471,0
170766,0
175301,1
179852,1
184126,1
188727,0
193104,0
197591,0
201949,1
206327,1
210839,0
215014,0
219287,0
223695,0
228008,0
232541,0
237043,1
241616,0
246018,1
250512,1
255082,0
259396,0
263682,1
268021,0
272537,2
276799,0
281358,0
285581,0
289940,1
294135,0
298353,0
302661,0
306908,0
311263,0
315602,0
320122,0
324632,0
328936,0
333275,0
337615,0
342105,0
346479,0
350823,0
355290,0
359555,0
363903,0
368302,0
372654,0
376996,0
381254,0
385627,0
389978,0
394361,1
398635,0
398636,1000
403151,0
407336,0
411653,0
416095,0
420403,0
424998,0
429204,0
433568,0
437923,1
442439,0
446826,0
451116,0
455473,1
459770,0
464287,0
468865,0
473200,0
477707,0
482085,0
486364,0
490726,0
495103,0
499458,0
503841,0
508352,0
512728,0
517024,0
521425,0
525809,1
530215,1
534581,0
538875,0
543137,0
547489,0
551900,0
556189,0
560313,0
564688,0
569184,0
573519,1
578096,0
582391,0
586761,0
591245,0
595476,0
599840,0
604362,0
