"timeMillisSpent","score"
3,"-1hard/0medium/-2147483647soft"
4514,"0hard/-1medium/-404soft"
8873,"0hard/-1medium/-358soft"
162776,"0hard/0medium/-331soft"
308434,"0hard/0medium/-320soft"
