"timeMillisSpent","calculateCountPerSecond"
4409,70
8792,0
8792,2000
13285,0
17564,0
21826,0
25984,0
30435,0
34776,0
39332,0
43637,0
48092,1
52407,0
56802,0
61159,0
65475,0
69892,0
74447,0
78703,1
83044,0
87177,1
91528,0
95771,0
100109,0
104380,0
104381,3000
108854,147
108854,2000
113198,42
117538,0
121934,0
126499,0
126500,1000
130885,0
135258,0
139575,0
139575,1000
143879,1
143879,1000
148359,12
152730,0
157289,0
161564,0
166086,0
170686,0
175215,0
179470,0
183720,0
188087,0
192446,0
196717,0
200968,0
205212,0
209721,0
213944,0
213944,1000
218273,2
218274,2000
222491,9
226942,0
226943,1000
231180,4
235478,0
235479,1000
239846,7
239848,1500
244257,11
248459,0
252639,0
256993,0
261318,1
265556,0
269785,0
278459,0
278460,3000
282663,4
286906,0
286907,2000
291260,3
295461,0
295461,2000
299830,6
304049,0
308347,0
312700,2
316869,0
321024,0
325417,0
330000,0
330002,1000
334308,5
338417,0
342935,0
347270,0
351587,0
355826,0
360100,0
364448,0
368587,0
372853,1
377094,1
381477,0
385968,0
390162,1
394526,0
399014,0
403499,0
407737,0
412008,0
416286,0
420647,0
424894,0
429226,0
433747,0
437985,0
442489,0
446875,0
455655,0
460114,0
468825,1
473034,0
477338,0
481660,0
485970,0
485971,1000
490378,76
494793,0
494794,1000
499062,0
503362,0
507865,0
512169,0
516419,0
520699,0
525164,0
529546,0
533944,0
538166,0
542448,0
546822,0
551082,0
555474,0
559869,0
564382,0
568861,0
573141,1
577461,0
581816,0
586318,0
586318,1000
590515,10
594758,0
599014,0
603110,0
