"timeMillisSpent","calculateCountPerSecond"
4257,23
8653,0
13081,0
17404,0
21709,0
26046,0
26046,1000
30405,1
34792,0
39384,0
43801,0
43801,1000
48283,1
52581,0
56941,0
61236,0
65531,0
69751,0
74123,0
78360,0
78360,1000
82968,1
82968,2000
87327,3
91642,0
96118,0
100442,0
104917,0
104917,2000
109297,0
113838,0
113838,1000
118079,4
118079,2000
122374,5
126674,0
126674,2000
131052,4
135372,0
139764,0
139764,3000
144108,0
148350,0
152682,1
157059,0
161338,0
165802,0
170079,0
174381,0
174381,1000
178710,0
178710,1000
183129,13
183129,3000
187434,1
191817,0
196058,0
200446,0
204945,0
209313,0
213832,0
218141,0
222480,0
226890,0
231105,1
235313,0
235313,2000
239842,11
244184,0
248493,0
248493,2000
253036,1
257270,0
257270,1000
261585,0
265967,0
270384,0
274775,0
274775,1000
278979,4
283221,0
283221,2000
287784,85
287784,1000
292127,9
292128,4000
296504,13
300820,0
305196,0
309497,0
313682,0
318002,0
322182,0
326529,0
330908,0
335254,1
339526,0
343931,0
348216,0
352590,1
356926,0
361239,0
365546,0
365547,3000
369982,5
374508,0
378845,1
383054,0
387439,0
391729,0
396298,0
400634,0
404869,1
409236,0
413541,0
418062,0
422390,0
426703,0
430987,0
435377,0
439740,0
439740,2000
444100,40
444100,1000
448641,5
453201,0
453201,2000
457518,9
461811,0
466158,0
470350,0
474646,0
479045,0
483436,0
487633,0
492151,0
496524,0
500826,0
505046,0
509384,0
509384,1000
513628,9
517888,0
517889,5000
522280,8
526586,0
530909,0
535322,0
539553,0
548170,0
552444,0
556819,0
561370,0
565743,0
570251,0
574664,0
579192,0
583429,0
587827,0
592156,0
596485,0
601040,0
