"timeMillisSpent","calculateCountPerSecond"
4375,34
8732,0
13046,0
17439,0
21836,0
26359,0
30679,0
35045,0
39381,0
43688,0
48238,0
52516,0
56780,0
56780,2000
61188,0
65549,0
69813,0
74118,0
78336,0
82555,0
86803,0
86803,1000
91402,0
91402,1000
95723,1
95724,1000
100114,14
104565,0
109113,0
113520,0
117812,0
117812,4000
122379,2
126934,0
131265,0
135555,0
135555,2000
139843,0
144240,0
144241,1000
148760,1
148760,1000
153129,0
157521,0
161778,0
161778,1000
166014,0
166014,3000
170505,17
170505,1000
174747,24
179300,0
183546,0
187810,0
192199,0
196486,0
196486,4000
200791,0
200791,1000
205138,7
205139,1000
209449,145
209449,2000
213922,12
218474,0
223040,0
227332,0
227332,1000
231748,10
231748,3000
236283,7
240653,0
244997,0
249176,0
253540,0
253540,1000
257921,24
262202,1
266764,0
270941,1
275432,0
279778,0
283997,0
288272,0
292624,0
296961,0
301286,0
301286,2000
305701,4
309881,0
309881,1000
314414,1
318668,1
323148,0
327547,0
331850,0
331850,1000
336135,1
336135,3000
340435,47
344846,0
349220,0
349221,6000
353625,4
357900,0
362169,0
366530,0
370841,1
375418,0
379779,0
384063,1
388629,0
388629,1000
392983,9
397367,0
401937,0
406107,0
410588,0
410588,1000
415126,141
419424,0
419424,1000
423780,6
423780,2000
428067,4
428067,1000
432426,2
436724,0
441098,0
445451,0
449985,0
454241,0
458685,0
463235,0
467590,0
471871,0
476186,0
480526,0
484741,0
489052,0
493391,0
497932,1
497932,2000
502190,0
502191,1000
506713,9
511209,0
511209,2000
515579,3
520134,0
524509,0
528937,0
533245,1
537593,1
541857,0
546181,0
550740,0
554916,0
559413,0
563945,0
568297,0
572678,1
576966,2
576966,1000
581293,3
581294,3000
585597,2
585597,2000
589987,121
594531,0
598915,0
603414,0
