"timeMillisSpent","calculateCountPerSecond"
4679,66
9057,0
9058,2000
13473,0
17772,0
22174,0
26736,0
31129,0
35679,0
40225,0
44607,0
48809,1
53211,0
57665,0
61928,0
66340,0
70850,0
75390,0
79722,1
84282,0
88631,1
92950,0
97308,0
101694,0
106023,0
106024,3000
110508,147
110509,2000
115115,39
119545,0
123847,0
128388,0
128389,1000
132748,0
137012,0
141622,0
141622,1000
146051,1
146051,1000
150474,12
154789,0
159211,0
163528,0
167868,0
172437,0
176842,0
181133,0
185414,0
189695,0
194280,0
198474,0
202816,0
207360,0
211702,0
216275,0
216275,1000
220821,2
220823,1000
225157,8
229490,0
229495,200
233735,4
237911,0
237912,1000
242127,7
242128,3000
246513,11
250928,0
255250,0
259480,0
263868,1
268250,0
272559,0
281413,0
281415,1500
285960,4
290475,0
290475,2000
294741,3
299071,0
299071,2000
303499,6
307893,0
312429,0
316829,2
321199,0
325622,0
329907,0
334167,0
334168,2000
338808,5
343007,0
347413,0
351716,0
356241,0
360561,0
364955,0
369360,0
373923,0
378293,1
382635,1
387165,0
391646,0
396082,1
400493,0
405076,0
409397,0
413820,0
417949,0
422131,0
426486,0
430752,0
434966,0
439403,0
443686,0
448184,0
452393,0
461273,0
465487,0
474093,1
478469,0
482852,0
487169,0
491485,0
491486,1000
495873,77
500208,0
500209,1000
504851,0
509363,0
513934,0
518244,0
522621,0
527009,0
531237,0
535539,0
540040,0
544426,0
548930,0
553426,0
557831,0
562349,0
566711,0
571295,0
575841,0
580106,1
584385,0
588651,0
593221,0
593222,1000
597453,10
601864,0
